,count,mean,min,25%,50%,75%,max
DATE,1325456,1978-11-15 18:53:33.495732,1891-01-01 00:00:00,1957-05-18 00:00:00,1984-03-16 00:00:00,2005-06-30 00:00:00,2026-09-19 00:00:00
